"School","Year","Games","Wins","Losses","Ties","Preseason Rank","Postseason Rank","Srs","Sp Overall","Sp Offense","Sp Defense","First Name","Last Name","Hire Date"
"Charlotte","2018","12","5","7","0","","","-12.2","-18.5","15","33.5","Brad","Lambert",""
"Oregon","2022","13","10","3","0","11","15","14.2","18.9","44.9","26.5","Dan","Lanning","2021-12-11T00:00:00.000Z"
"Oregon","2023","14","12","2","0","15","6","22.3","26.2","45","18.2","Dan","Lanning","2021-12-11T00:00:00.000Z"
"Georgia State","2016","2","1","1","0","","","-14.6","-12.1","17.3","26.7","Tim","Lappano",""
"SMU","2022","13","7","6","0","","","1.9","4.7","42","38.1","Rhett","Lashlee","2021-11-30T00:00:00.000Z"
"SMU","2023","14","11","3","0","","22","8.9","10.1","34.1","23","Rhett","Lashlee","2021-11-30T00:00:00.000Z"
"Vanderbilt","2021","12","2","10","0","","","-10.2","-19.4","17.4","35.6","Clark","Lea","2020-12-14T00:00:00.000Z"
"Vanderbilt","2022","12","5","7","0","","","-2.4","-4.7","29.9","33.4","Clark","Lea","2020-12-14T00:00:00.000Z"
"Vanderbilt","2023","12","2","10","0","","","-11.0","-12.7","23.6","36.3","Clark","Lea","2020-12-14T00:00:00.000Z"
"Texas Tech","2001","12","7","5","0","","","9.5","14.7","40.5","28.4","Mike","Leach",""
"Texas Tech","2002","14","9","5","0","","","11.0","16.1","47.7","35.4","Mike","Leach",""
"Texas Tech","2003","13","8","5","0","","","8.2","11.9","50","40.4","Mike","Leach",""
"Texas Tech","2004","12","8","4","0","","18","14.8","19.5","45.2","30","Mike","Leach",""
"Texas Tech","2005","12","9","3","0","21","20","15.0","25.4","40.8","15.4","Mike","Leach",""
"Texas Tech","2006","13","8","5","0","25","","5.7","17.9","37.2","19.9","Mike","Leach",""
"Texas Tech","2007","13","9","4","0","","22","10.8","24.9","47","21.7","Mike","Leach",""
"Texas Tech","2008","13","11","2","0","12","12","20.3","23","49.8","25.5","Mike","Leach",""
"Texas Tech","2009","12","8","4","0","","21","14.0","24.6","38.5","14.4","Mike","Leach",""
"Washington State","2012","12","3","9","0","","","-7.9","-4.4","24.4","29","Mike","Leach",""
"Washington State","2013","13","6","7","0","","","6.4","8.2","33.6","26.3","Mike","Leach",""
"Washington State","2014","12","3","9","0","","","-1.9","-1.7","33","32.8","Mike","Leach",""
"Washington State","2015","13","9","4","0","","","8.0","4.2","35.8","29.4","Mike","Leach",""
"Washington State","2016","13","8","5","0","","","15.5","6.2","36.2","27.8","Mike","Leach",""
"Washington State","2017","13","9","4","0","24","","6.6","8.6","30.9","22.1","Mike","Leach",""
"Washington State","2018","13","11","2","0","","","12.9","11.3","38.8","27.3","Mike","Leach",""
"Washington State","2019","13","6","7","0","23","","6.7","11.1","41.7","33.1","Mike","Leach",""
"Mississippi State","2020","11","4","7","0","","","1.6","-1.4","25.4","26.9","Mike","Leach",""
"Mississippi State","2021","13","7","6","0","","","8.9","10.5","34.6","22","Mike","Leach",""
"Mississippi State","2022","12","8","4","0","","20","13.1","15.4","35.1","19.9","Mike","Leach",""
"South Florida","2001","11","8","3","0","","","1.7","2.2","30.7","29.7","Jim","Leavitt",""
"South Florida","2002","11","9","2","0","","","6.6","15.2","35.2","21.3","Jim","Leavitt",""
"South Florida","2003","11","7","4","0","","","-5.2","-5.6","24","29.5","Jim","Leavitt",""
"South Florida","2004","11","4","7","0","","","-10.4","-9.7","32.3","39.2","Jim","Leavitt",""
"South Florida","2005","12","6","6","0","","","8.1","2.3","22.4","20.1","Jim","Leavitt",""
"South Florida","2006","13","9","4","0","","","5.3","10.7","25.4","12.8","Jim","Leavitt",""
"South Florida","2007","13","9","4","0","","","17.3","15.8","33.1","16.5","Jim","Leavitt",""
"South Florida","2008","13","8","5","0","19","","3.7","8","28.8","20.9","Jim","Leavitt",""
"South Florida","2009","13","8","5","0","","","2.9","2.8","26.9","22.5","Jim","Leavitt",""
"SMU","2021","0","0","0","0","","","6.1","8.9","36.7","27.1","Jim","Leavitt",""
"Buffalo","2015","12","5","7","0","","","-10.8","-10.3","24.1","32.2","Lance","Leipold",""
"Buffalo","2016","12","2","10","0","","","-22.8","-18.8","16.8","33.5","Lance","Leipold",""
"Buffalo","2017","12","6","6","0","","","-4.3","-11.2","24.9","33.9","Lance","Leipold",""
"Buffalo","2018","14","10","4","0","","","0.5","-1.1","31.3","29.9","Lance","Leipold",""
"Buffalo","2019","13","8","5","0","","","-1.0","-2","25","24.6","Lance","Leipold",""
"Buffalo","2020","7","6","1","0","","25","","","","","Lance","Leipold",""
"Kansas","2021","12","2","10","0","","","-14.9","-19.7","22.3","40.6","Lance","Leipold",""
"Kansas","2022","13","6","7","0","","","7.6","2.9","40.6","36","Lance","Leipold",""
"Kansas","2023","13","9","4","0","","23","11.0","9.9","35.6","26.1","Lance","Leipold",""
"Ball State","2011","12","6","6","0","","","-9.3","-13.6","24.4","38.4","Pete","Lembo",""
"Ball State","2012","12","9","4","0","","","-4.0","-2.6","32.8","37.5","Pete","Lembo",""
"Ball State","2013","13","10","3","0","","","0.7","7.5","38.3","31.3","Pete","Lembo",""
"Ball State","2014","12","5","7","0","","","-10.4","-6.6","25.6","33.9","Pete","Lembo",""
"Ball State","2015","12","3","9","0","","","-14.9","-15.5","21.9","37.3","Pete","Lembo",""
"Wisconsin","2022","7","4","3","0","18","","5.4","8.3","25.7","17.1","Jim","Leonhard",""
"Western Michigan","2017","12","6","6","0","","","-4.4","-2.4","25.7","28.4","Tim","Lester","2017-01-13T00:00:00.000Z"
"Western Michigan","2018","13","7","6","0","","","-10.3","-10.7","29.8","37.4","Tim","Lester","2017-01-13T00:00:00.000Z"
"Western Michigan","2019","13","7","6","0","","","-4.5","-4.9","29.6","32.5","Tim","Lester","2017-01-13T00:00:00.000Z"
"Western Michigan","2020","6","4","2","0","","","","","","","Tim","Lester","2017-01-13T00:00:00.000Z"
"Western Michigan","2021","13","8","5","0","","","-7.0","0.6","33.1","29","Tim","Lester","2017-01-13T00:00:00.000Z"
"Western Michigan","2022","12","5","7","0","","","-13.6","-17.3","11.2","27.3","Tim","Lester","2017-01-13T00:00:00.000Z"
"Houston","2012","12","5","7","0","","","-10.3","-5.6","26.2","32.9","Tony","Levine",""
"Houston","2013","13","8","5","0","","","6.9","4.9","29.4","25.4","Tony","Levine",""
"Houston","2014","12","7","5","0","","","-2.3","5.4","30.4","23.6","Tony","Levine",""
"Kent State","2018","12","2","10","0","","","-19.4","-20.4","20.5","40.3","Sean","Lewis","2017-12-21T00:00:00.000Z"
"Kent State","2019","13","7","6","0","","","-7.2","-10.2","25.9","37.9","Sean","Lewis","2017-12-21T00:00:00.000Z"
"Kent State","2020","4","3","1","0","","","","","","","Sean","Lewis","2017-12-21T00:00:00.000Z"
"Kent State","2021","14","7","7","0","","","-13.5","-6.4","32.3","36.9","Sean","Lewis","2017-12-21T00:00:00.000Z"
"Kent State","2022","12","5","7","0","","","-6.4","-13.1","25.6","37.9","Sean","Lewis","2017-12-21T00:00:00.000Z"
"Troy","2019","12","5","7","0","","","-9.6","-4.4","32.2","35.4","Chip","Lindsey","2019-01-11T00:00:00.000Z"
"Troy","2020","11","5","6","0","","","4.0","2.3","28.4","25.8","Chip","Lindsey","2019-01-11T00:00:00.000Z"
"Troy","2021","11","5","6","0","","","-10.4","-6.5","20.1","26.7","Chip","Lindsey","2019-01-11T00:00:00.000Z"
"Buffalo","2021","12","4","8","0","","","-14.4","-9.5","24.6","33.1","Maurice","Linguist","2014-12-01T00:00:00.000Z"
"Buffalo","2022","13","7","6","0","","","-7.3","-9.2","25","35","Maurice","Linguist","2014-12-01T00:00:00.000Z"
"Buffalo","2023","12","3","9","0","","","-15.3","-15.2","15.3","29.5","Maurice","Linguist","2014-12-01T00:00:00.000Z"
"North Texas","2016","13","5","8","0","","","-16.5","-14.6","22","37.5","Seth","Littrell","2015-12-05T00:00:00.000Z"
"North Texas","2017","14","9","5","0","","","-8.2","-4.5","28.6","34.3","Seth","Littrell","2015-12-05T00:00:00.000Z"
"North Texas","2018","13","9","4","0","","","-2.3","2.1","29.2","29.5","Seth","Littrell","2015-12-05T00:00:00.000Z"
"North Texas","2019","12","4","8","0","","","-11.8","-6.1","25","32.6","Seth","Littrell","2015-12-05T00:00:00.000Z"
"North Texas","2020","10","4","6","0","","","-19.8","-8","28.9","36.7","Seth","Littrell","2015-12-05T00:00:00.000Z"
"North Texas","2021","13","6","7","0","","","-12.1","-6.5","23.1","28.5","Seth","Littrell","2015-12-05T00:00:00.000Z"
"North Texas","2022","13","7","6","0","","","-4.6","-1.5","31.3","34.1","Seth","Littrell","2015-12-05T00:00:00.000Z"
"New Mexico","2009","12","1","11","0","","","-20.3","-19.1","16.4","33.8","Mike","Locksley",""
"New Mexico","2010","12","1","11","0","","","-23.3","-24.8","14.1","38.6","Mike","Locksley",""
"New Mexico","2011","4","0","4","0","","","-26.3","-27.9","16.9","41.9","Mike","Locksley",""
"Maryland","2019","12","3","9","0","","","-5.6","-6.3","26.3","30.3","Mike","Locksley",""
"Maryland","2020","5","2","3","0","","","-0.4","-0.1","27.8","28","Mike","Locksley",""
"Maryland","2021","13","7","6","0","","","-4.8","6.2","34.8","27.4","Mike","Locksley",""
"Maryland","2022","13","8","5","0","","","6.2","11.2","33.8","24.2","Mike","Locksley",""
"Maryland","2023","13","8","5","0","","","8.4","11","28.3","17.6","Mike","Locksley",""
"Bowling Green","2019","12","3","9","0","","","-28.5","-27.5","14.9","39.5","Scot","Loeffler","2018-11-28T00:00:00.000Z"
"Bowling Green","2020","5","0","5","0","","","","","","","Scot","Loeffler","2018-11-28T00:00:00.000Z"
"Bowling Green","2021","12","4","8","0","","","-17.7","-12.4","17.1","29.8","Scot","Loeffler","2018-11-28T00:00:00.000Z"
"Bowling Green","2022","13","6","7","0","","","-14.3","-18.1","23.8","40.6","Scot","Loeffler","2018-11-28T00:00:00.000Z"
"Bowling Green","2023","13","7","6","0","","","-3.8","-7.8","21.5","27.4","Scot","Loeffler","2018-11-28T00:00:00.000Z"
"East Carolina","2001","12","6","6","0","","","6.2","10.8","43.6","35.3","Steve","Logan",""
"East Carolina","2002","12","4","8","0","","","-7.1","-6.7","34.6","39.1","Steve","Logan",""
"Virginia","2010","12","4","8","0","","","-5.3","-2.1","29.8","31.9","Mike","London",""
"Virginia","2011","13","8","5","0","","","-4.3","3.7","27.5","23","Mike","London",""
"Virginia","2012","12","4","8","0","","","-7.9","-0.3","24.8","23.7","Mike","London",""
"Virginia","2013","13","2","10","0","","","-8.4","-5.2","21.3","26.5","Mike","London",""
"Virginia","2014","12","5","7","0","","","5.1","4","23.5","20.4","Mike","London",""
"Virginia","2015","12","4","8","0","","","1.3","1.4","33","30.8","Mike","London",""
"San Diego State","2006","12","3","9","0","","","-11.3","-13.2","14.1","25.6","Chuck","Long",""
"San Diego State","2007","12","4","8","0","","","-10.5","-12.6","24.4","39.2","Chuck","Long",""
"San Diego State","2008","12","2","10","0","","","-17.9","-17.9","19.3","36.7","Chuck","Long",""
"New Mexico","2001","11","6","5","0","","","-2.5","-3.8","28.8","32.5","Rocky","Long",""
"New Mexico","2002","14","7","7","0","","","-3.3","-4.4","28.1","32.4","Rocky","Long",""
"New Mexico","2003","13","8","5","0","","","4.1","8.6","34.2","27.4","Rocky","Long",""
"New Mexico","2004","12","7","5","0","","","5.3","5.4","25.6","21","Rocky","Long",""
"New Mexico","2005","11","6","5","0","","","-3.9","0.2","28","27.8","Rocky","Long",""
"New Mexico","2006","13","6","7","0","","","-2.4","-0.5","19.8","21.5","Rocky","Long",""
"New Mexico","2007","13","9","4","0","","","-2.3","4.4","22.5","19.4","Rocky","Long",""
"New Mexico","2008","12","4","8","0","","","-4.5","-2","18.2","20.2","Rocky","Long",""
"San Diego State","2011","13","8","5","0","","","-1.9","-1.5","29.9","30.2","Rocky","Long",""
"San Diego State","2012","13","9","4","0","","","4.0","2.4","29.3","26.1","Rocky","Long",""
"San Diego State","2013","13","8","5","0","","","-5.3","-4.8","26.9","29.9","Rocky","Long",""
"San Diego State","2014","13","7","6","0","","","-4.5","1","25.1","24.6","Rocky","Long",""
"San Diego State","2015","14","11","3","0","","","6.2","8","28.6","22.6","Rocky","Long",""
"San Diego State","2016","14","11","3","0","","25","5.4","11.4","32","22.5","Rocky","Long",""
"San Diego State","2017","13","10","3","0","","","3.1","4.5","28.5","24.8","Rocky","Long",""
"San Diego State","2018","13","7","6","0","","","-4.8","6","25.6","21","Rocky","Long",""
"San Diego State","2019","13","10","3","0","","","1.7","2","16.6","16.6","Rocky","Long",""
"Colorado State","2001","12","7","5","0","24","","-0.3","6.1","31.4","27","Sonny","Lubick",""
"Colorado State","2002","14","10","4","0","","","5.7","10.2","36.9","28.7","Sonny","Lubick",""
"Colorado State","2003","13","7","6","0","23","","4.7","11","38.5","29.5","Sonny","Lubick",""
"Colorado State","2004","11","4","7","0","","","-0.7","-0.9","32.2","33.4","Sonny","Lubick",""
"Colorado State","2005","12","6","6","0","","","-3.6","-2.9","31.4","34.3","Sonny","Lubick",""
"Colorado State","2006","12","4","8","0","","","-7.4","-5.4","18.9","23.2","Sonny","Lubick",""
"Colorado State","2007","12","3","9","0","","","-6.1","-7.7","27.2","35.4","Sonny","Lubick",""
"Ole Miss","2017","12","6","6","0","","","1.6","11.6","38.9","28.8","Matt","Luke",""
"Ole Miss","2018","12","5","7","0","","","3.5","9.8","42.1","31.2","Matt","Luke",""
"Ole Miss","2019","12","4","8","0","","","6.5","2.9","28.6","23.8","Matt","Luke",""
"Georgia Southern","2017","6","2","4","0","","","-17.4","-15.8","18.3","35.5","Chad","Lunsford","2017-11-27T00:00:00.000Z"
"Georgia Southern","2018","13","10","3","0","","","-0.4","-2.4","27.9","31.6","Chad","Lunsford","2017-11-27T00:00:00.000Z"
"Georgia Southern","2019","13","7","6","0","","","-1.0","-4.5","22.2","27.4","Chad","Lunsford","2017-11-27T00:00:00.000Z"
"Georgia Southern","2020","13","8","5","0","","","1.2","0.2","27.4","27.1","Chad","Lunsford","2017-11-27T00:00:00.000Z"
"Georgia Southern","2021","4","1","3","0","","","-14.9","-15.3","18.4","34","Chad","Lunsford","2017-11-27T00:00:00.000Z"
"Ball State","2001","11","5","6","0","","","-9.3","-12","24.5","34.4","Bill","Lynch",""
"Ball State","2002","12","6","6","0","","","-10.0","-10.6","27.1","35.5","Bill","Lynch",""
"Indiana","2007","13","7","6","0","","","0.1","-0.2","27.9","29.3","Bill","Lynch",""
"Indiana","2008","12","3","9","0","","","-15.4","-8.3","24.3","31.6","Bill","Lynch",""
"Indiana","2009","12","4","8","0","","","-6.3","-6.7","25.4","30.4","Bill","Lynch",""
"Indiana","2010","12","5","7","0","","","-9.0","-5.3","28.4","33.5","Bill","Lynch",""
"San José State","2010","13","1","12","0","","","-14.2","-17.1","21.3","37","Mike","MacIntyre",""
"San José State","2011","12","5","7","0","","","-7.1","-11.9","23.5","35.2","Mike","MacIntyre",""
"San José State","2012","12","10","2","0","","21","7.2","9.7","35.2","27.3","Mike","MacIntyre",""
"Colorado","2013","12","4","8","0","","","-3.5","-0.7","28","28.3","Mike","MacIntyre",""
"Colorado","2014","12","2","10","0","","","-4.1","-5","32.5","38.9","Mike","MacIntyre",""
"Colorado","2015","13","4","9","0","","","-4.6","-4","25.8","28.5","Mike","MacIntyre",""
"Colorado","2016","14","10","4","0","","17","15.3","6.3","29.3","21.7","Mike","MacIntyre",""
"Colorado","2017","12","5","7","0","","","-2.8","2","30.3","30.1","Mike","MacIntyre",""
"Colorado","2018","11","5","6","0","","","-2.4","-0.7","27","27.2","Mike","MacIntyre",""
"Florida International","2022","12","4","8","0","","","-22.8","-25.5","18.4","42.3","Mike","MacIntyre",""
"Florida International","2023","12","4","8","0","","","-19.4","-21.2","16","35.6","Mike","MacIntyre",""
"Arizona","2001","11","5","6","0","","","-4.2","-3.4","37.4","39.2","John","Mackovic",""
"Arizona","2002","12","4","8","0","","","-3.5","-2.7","26.3","29","John","Mackovic",""
"Arizona","2003","5","1","4","0","","","-10.9","-7.4","28","34.3","John","Mackovic",""
"Utah State","2018","1","1","0","0","","","13.9","14.2","36.3","22.5","Frank","Maile",""
"Utah State","2020","3","1","2","0","","","-19.2","-16.7","20.2","37","Frank","Maile",""
"Arkansas State","2012","12","9","3","0","","","3.6","1.2","32.5","30.2","Gus","Malzahn",""
"Auburn","2013","14","12","2","0","","2","22.1","25.2","46.8","23.4","Gus","Malzahn",""
"Auburn","2014","13","8","5","0","6","22","21.1","24.2","45.2","22.1","Gus","Malzahn",""
"Auburn","2015","13","7","6","0","6","","9.1","14.6","36.1","23.1","Gus","Malzahn",""
"Auburn","2016","13","8","5","0","","24","16.8","15.3","32.1","18.4","Gus","Malzahn",""
"Auburn","2017","14","10","4","0","12","10","23.6","24.7","35.4","11","Gus","Malzahn",""
"Auburn","2018","13","8","5","0","9","","15.0","23.6","36.9","14.1","Gus","Malzahn",""
"Auburn","2019","13","9","4","0","16","14","22.1","21","33.9","14.9","Gus","Malzahn",""
"Auburn","2020","10","6","4","0","11","","7.9","12.6","33","20.7","Gus","Malzahn",""
"UCF","2021","13","9","4","0","","","0.8","4.8","29.6","23.4","Gus","Malzahn",""
"UCF","2022","14","9","5","0","","","4.7","10.3","31.1","20.3","Gus","Malzahn",""
"UCF","2023","13","6","7","0","","","6.9","3.4","30.3","25.2","Gus","Malzahn",""
"Kansas","2002","12","2","10","0","","","-19.4","-20.9","29","43.7","Mark","Mangino",""
"Kansas","2003","13","6","7","0","","","-3.1","-5.4","35","38.9","Mark","Mangino",""
"Kansas","2004","11","4","7","0","","","6.1","9.8","31.5","23.2","Mark","Mangino",""
"Kansas","2005","12","7","5","0","","","3.1","8.5","22.5","14","Mark","Mangino",""
"Kansas","2006","12","6","6","0","","","0.4","6.9","27.4","21.6","Mark","Mangino",""
"Kansas","2007","13","12","1","0","","7","20.5","24.9","40.3","15.2","Mark","Mangino",""
"Kansas","2008","13","8","5","0","14","","9.8","16","41.9","25.4","Mark","Mangino",""
"Kansas","2009","12","5","7","0","25","","2.1","8","32.7","23.8","Mark","Mangino",""
"Fresno State","2021","1","1","0","0","","","5.2","10.8","34.7","24.2","Lee","Marks",""
"Syracuse","2009","12","4","8","0","","","-6.3","-2.8","23.3","26.4","Doug","Marrone",""
"Syracuse","2010","13","8","5","0","","","-2.3","5.3","22.2","18.1","Doug","Marrone",""
"Syracuse","2011","12","5","7","0","","","-3.3","-2.9","25.2","26.9","Doug","Marrone",""
"Syracuse","2012","13","8","5","0","","","8.6","5.8","34.3","26.8","Doug","Marrone",""
"Miami (OH)","2014","12","2","10","0","","","-16.1","-18.7","21.5","37.9","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2015","12","3","9","0","","","-19.3","-13.5","16.8","29.5","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2016","13","6","7","0","","","-7.1","-6.1","23.8","29","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2017","12","5","7","0","","","-8.4","-2.2","24.2","26.9","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2018","12","6","6","0","","","-2.2","-0.7","26.2","28.4","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2019","14","8","6","0","","","-7.0","-9.2","19.8","30","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2020","3","2","1","0","","","","","","","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2021","13","7","6","0","","","-1.9","1.5","29.3","26.8","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2022","13","6","7","0","","","-12.2","-12.7","8.6","22.1","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Miami (OH)","2023","14","11","3","0","","","-1.2","2.8","18.5","17.7","Chuck","Martin","2013-12-03T00:00:00.000Z"
"Kent State","2004","11","5","6","0","","","-8.9","-10","29.6","37.2","Doug","Martin",""
"Kent State","2005","11","1","10","0","","","-21.0","-19","11.4","30.3","Doug","Martin",""
"Kent State","2006","12","6","6","0","","","-11.5","-6.2","18.2","22.2","Doug","Martin",""
"Kent State","2007","12","3","9","0","","","-16.8","-12.4","21.9","33.4","Doug","Martin",""
"Kent State","2008","12","4","8","0","","","-13.3","-8.5","27.6","34.6","Doug","Martin",""
"Kent State","2009","12","5","7","0","","","-14.2","-11.9","16.6","26.4","Doug","Martin",""
"Kent State","2010","12","5","7","0","","","-14.3","-7.6","15.3","22.2","Doug","Martin",""
"New Mexico State","2013","12","2","10","0","","","-27.6","-35.1","17.7","52.4","Doug","Martin",""
"New Mexico State","2014","12","2","10","0","","","-25.5","-23.3","23","43.3","Doug","Martin",""
"New Mexico State","2015","12","3","9","0","","","-22.3","-18.6","24.5","42.2","Doug","Martin",""
"New Mexico State","2016","12","3","9","0","","","-18.6","-17.2","23.2","39.5","Doug","Martin",""
"New Mexico State","2017","13","7","6","0","","","-11.2","-9.4","24.5","32.6","Doug","Martin",""
"New Mexico State","2018","12","3","9","0","","","-21.7","-20.2","19.2","38","Doug","Martin",""
"New Mexico State","2019","12","2","10","0","","","-20.0","-22","19","40.3","Doug","Martin",""
"New Mexico State","2020","2","1","1","0","","","","","","","Doug","Martin",""
"New Mexico State","2021","12","2","10","0","","","-20.6","-24.2","20.6","43.7","Doug","Martin",""
"Vanderbilt","2014","12","3","9","0","","","-9.6","-4.3","22","25.3","Derek","Mason",""
"Vanderbilt","2015","12","4","8","0","","","-1.9","-1.6","17.8","19.3","Derek","Mason",""
"Vanderbilt","2016","13","6","7","0","","","2.6","-1.2","25.3","26.3","Derek","Mason",""
"Vanderbilt","2017","12","5","7","0","","","-5.1","0.6","32.3","29","Derek","Mason",""
"Vanderbilt","2018","13","6","7","0","","","9.9","7.6","35.6","27.1","Derek","Mason",""
"Vanderbilt","2019","12","3","9","0","","","-12.6","-10.4","21.8","33.6","Derek","Mason",""
"Vanderbilt","2020","8","0","8","0","","","-14.4","-16.8","17.7","34.1","Derek","Mason",""
"Minnesota","2001","11","4","7","0","","","-0.8","0.3","32.3","33","Glen","Mason",""
"Minnesota","2002","13","8","5","0","","","3.3","7.3","35.9","31.1","Glen","Mason",""
"Minnesota","2003","13","10","3","0","","20","13.8","12.7","42.1","32.1","Glen","Mason",""
"Minnesota","2004","12","7","5","0","25","","8.7","10.7","36.2","27.8","Glen","Mason",""
"Minnesota","2005","12","7","5","0","","","14.2","15.9","40.7","24.7","Glen","Mason",""
"Minnesota","2006","13","6","7","0","","","4.5","3.8","31.9","27.5","Glen","Mason",""
"Utah","2001","12","8","4","0","","","8.9","12.8","33","21.1","Ron","McBride",""
"Utah","2002","11","5","6","0","","","-2.1","-5.4","23.7","29","Ron","McBride",""
"Iowa State","2001","12","7","5","0","","","3.8","4.4","29.8","26.9","Dan","McCarney",""
"Iowa State","2002","14","7","7","0","","","7.1","14.5","40.5","28.4","Dan","McCarney",""
"Iowa State","2003","12","2","10","0","","","-14.2","-9.6","28.7","35.9","Dan","McCarney",""
"Iowa State","2004","12","7","5","0","","","-0.1","3.9","28.1","25.4","Dan","McCarney",""
"Iowa State","2005","12","7","5","0","","","11.5","13","27.7","14.7","Dan","McCarney",""
"Iowa State","2006","12","4","8","0","","","-10.7","-6.7","24.7","31.5","Dan","McCarney",""
"North Texas","2011","12","5","7","0","","","-11.5","-18.1","18.7","36.2","Dan","McCarney",""
"North Texas","2012","12","4","8","0","","","-10.2","-14.4","21.4","34.9","Dan","McCarney",""
"North Texas","2013","13","9","4","0","","","2.7","1","25.1","23.1","Dan","McCarney",""
"North Texas","2014","12","4","8","0","","","-15.8","-9.4","20.2","31.2","Dan","McCarney",""
"North Texas","2015","5","0","5","0","","","-24.4","-25","13.3","39.2","Dan","McCarney",""
"Oregon","2021","1","0","1","0","11","22","9.9","10.2","35","26","Bryan","McClendon",""
"Middle Tennessee","2001","11","8","3","0","","","-2.2","-7.6","35.4","40.4","Andy","McCollum",""
"Middle Tennessee","2002","12","4","8","0","","","-7.2","-13","27.6","37.5","Andy","McCollum",""
"Middle Tennessee","2003","12","4","8","0","","","-9.2","-15.7","30.4","42.2","Andy","McCollum",""
"Middle Tennessee","2004","11","5","6","0","","","-13.9","-12","26.3","35.7","Andy","McCollum",""
"Middle Tennessee","2005","11","4","7","0","","","-12.4","-15.3","14.6","29.9","Andy","McCollum",""
"Colorado State","2012","12","4","8","0","","","-13.0","-9.7","19.7","30.3","Jim","McElwain",""
"Colorado State","2013","14","8","6","0","","","-0.9","3","31.8","29.5","Jim","McElwain",""
"Colorado State","2014","12","10","2","0","","","3.1","4.5","33.2","29.2","Jim","McElwain",""
"Florida","2015","14","10","4","0","","25","9.7","13.8","26.7","15.8","Jim","McElwain",""
"Florida","2016","13","9","4","0","25","14","12.4","15.4","26.6","14","Jim","McElwain",""
"Florida","2017","7","3","4","0","17","","-0.9","10.1","30.8","22.4","Jim","McElwain",""
"Central Michigan","2019","14","8","6","0","","","-6.3","-4.4","26","29","Jim","McElwain",""
"Central Michigan","2020","6","3","3","0","","","","","","","Jim","McElwain",""
"Central Michigan","2021","13","9","4","0","","","-5.3","-1","28.5","29.3","Jim","McElwain",""
"Central Michigan","2022","12","4","8","0","","","-12.2","-14","19","32.2","Jim","McElwain",""
"Central Michigan","2023","12","5","7","0","","","-15.5","-19.1","16.8","34","Jim","McElwain",""
"UAB","2012","12","3","9","0","","","-17.9","-11.1","26.6","38.2","Garrick","McGee",""
"UAB","2013","12","2","10","0","","","-23.7","-20.8","24.1","46.5","Garrick","McGee",""
"Texas Tech","2022","13","8","5","0","","","9.7","8.5","38.5","30.5","Joey","McGuire","2021-11-08T00:00:00.000Z"
"Texas Tech","2023","13","7","6","0","","","7.3","6.1","29.6","24.7","Joey","McGuire","2021-11-08T00:00:00.000Z"
"Hawai'i","2008","14","7","7","0","","","-7.9","-7.6","23.8","29.7","Greg","McMackin",""
"Hawai'i","2009","13","6","7","0","","","-11.8","-8.8","29","35.9","Greg","McMackin",""
"Hawai'i","2010","14","10","4","0","","","7.4","12.8","39.5","26.4","Greg","McMackin",""
"Hawai'i","2011","12","6","7","0","","","-8.6","-2.1","29.5","31.2","Greg","McMackin",""
"Indiana","2011","12","1","11","0","","","-14.0","-16.9","21.8","38.5","Greg","McMackin",""
"East Carolina","2010","13","6","7","0","","","-7.5","-5.3","33.2","39.7","Ruffin","McNeill",""
"East Carolina","2011","12","5","7","0","","","-8.7","-3","26.8","29.8","Ruffin","McNeill",""
"East Carolina","2012","13","8","5","0","","","-8.7","-5.5","27.5","33","Ruffin","McNeill",""
"East Carolina","2013","13","10","3","0","","","4.9","7.5","33.3","23.8","Ruffin","McNeill",""
"East Carolina","2014","13","8","5","0","","","1.0","8.5","34.7","24.6","Ruffin","McNeill",""
"East Carolina","2015","12","5","7","0","","","1.8","-0.5","28.6","27.9","Ruffin","McNeill",""
"BYU","2005","12","6","6","0","","","2.7","2.8","35.3","32.5","Bronco","Mendenhall",""
"BYU","2006","13","11","2","0","","16","19.5","21.9","37.5","16.6","Bronco","Mendenhall",""
"BYU","2007","13","11","2","0","","14","10.0","15.4","31.8","16","Bronco","Mendenhall",""
"BYU","2008","13","10","3","0","16","25","5.9","12.2","38.3","26.3","Bronco","Mendenhall",""
"BYU","2009","13","11","2","0","20","12","8.4","12.7","34","20.7","Bronco","Mendenhall",""
"BYU","2010","13","7","6","0","","","2.4","3.3","24.6","22.5","Bronco","Mendenhall",""
"BYU","2011","13","10","3","0","","","4.2","6.9","26.5","19.2","Bronco","Mendenhall",""
"BYU","2012","13","8","5","0","","","11.8","10.9","26.3","15","Bronco","Mendenhall",""
"BYU","2013","13","8","5","0","","","11.2","10","28.3","18.9","Bronco","Mendenhall",""
